Año,Mes,Aeropuerto,Infraestructura,IT,IR,NPI,NPN,TUUAN_VER,TUUAN,TUUAI_VER,TUUAI,IRAD_VER,IRAD,AADM_VER,AADM,ADEP_VER,ADEP,ALC_VER,ALC,AOOA_VER,AOOA,ADAH_VER,ADAH,AEHE_VER,AEHE,IREA_VER,IREA,IRIF_VER,IRIF,IRR_VER,IRR,Entidad_Infraestructura
2021,Agosto,Tumbes,ADP,360203.68,0,19,29352,Si,59454.64,Si,83.76,Si,9908.68,No,0,No,0,Si,2423.8500000000004,No,0,Si,1162.22,Si,195.43,Si,65.5,No,0,Si,272338.05,Aeropuertos del Perú S.A.
2021,Agosto,Yurimaguas,COR,0,0,0,2984,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,-,COR,0,0,0,756,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,Andahuaylas,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Diciembre,Arequipa,AAP,632882.28,0,2301,114771,Si,287982.3,Si,14108.5,Si,103479.28,No,0,No,0,Si,20960.06,Si,1194,No,0,Si,766.5,Si,322.9,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Diciembre,Atalaya,COR,0,0,0,1707,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,Ayacucho,AAP,0,0,0,42478,Si,43296.66,No,0,Si,8525.28,Si,2320.4700000000003,No,0,Si,-776.19,Si,605.3399999999999,No,0,Si,22242.75,Si,325.62,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Diciembre,Cajamarca,ADP,0,0,0,34070,Si,71048.45999999999,No,0,Si,12429.22,No,0,No,0,Si,1530.06,Si,89.25,Si,1558.8,No,0,Si,55.55,No,0,Si,1597.25,Aeropuertos del Perú S.A.
2021,Diciembre,Chachapoyas,ADP,0,0,0,1642,Si,3142.44,No,0,Si,943.99,No,0,No,0,No,0,Si,169.6,No,0,Si,322.46,Si,4.81,No,0,Si,209.3,Aeropuertos del Perú S.A.
2021,Diciembre,Chiclayo,ADP,669329.0900000001,0,1952,45646,Si,87712.38,Si,12426.92,Si,21442.95,No,0,No,0,Si,6598.14,Si,84.24000000000001,Si,1666.11,No,0,Si,44.52,No,0,Si,513923.43000000005,Aeropuertos del Perú S.A.
2021,Diciembre,Cusco,COR,0,0,0,179212,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,Huánuco,COR,0,0,0,13491,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,Huaraz-Anta,ADP,0,0,0,75,Si,190.82,No,0,Si,56.5,No,0,No,0,No,0,No,0,No,0,Si,53.05,Si,3.3299999999999996,No,0,Si,6.2700000000000005,Aeropuertos del Perú S.A.
2021,Diciembre,Ilo,COR,0,0,0,1511,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,Iquitos,ADP,413938.41,0,28,84903,Si,212924.93,No,0,Si,82900.90999999999,No,0,No,0,Si,8116.6,Si,1036.95,Si,25372.91,No,0,Si,3783.64,No,0,Si,8087.610000000001,Aeropuertos del Perú S.A.
2021,Diciembre,Jaén,COR,0,0,0,18291,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,Jauja,COR,0,0,0,17635,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,Juliaca,AAP,0,0,0,22090,Si,89142.68000000001,No,0,Si,15968.3,No,0,No,0,Si,3238.13,Si,452.8,No,0,Si,342.84000000000003,Si,345.94,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Diciembre,Lima,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Diciembre,Lima,ADP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,125745.65,Si,666793.2,Aeropuertos del Perú S.A.
2021,Diciembre,Lima,LAP,22099725.6,15981656.12,429371,884695,Si,4323994.149999999,Si,4936447.359999999,Si,2067293.98,No,0,No,0,No,0,No,0,No,0,No,0,Si,233774.11,No,0,No,0,Lima Airport Partners S.R.L.
2021,Diciembre,Mazamari,COR,0,0,0,1294,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,Nazca,COR,0,0,0,6067,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,No precisa,COR,0,0,0,0,Si,413042.89,Si,20,Si,151623.43,No,0,No,0,Si,5011.92,Si,5813.14,Si,7157.2,Si,245337.54,Si,1088.5,No,0,No,0,CORPAC S.A.
2021,Diciembre,Pisco,ADP,20359.5,0,16,1042,Si,2127.6,Si,13.42,Si,2017.56,No,0,No,0,Si,58.06,No,0,Si,4418.06,No,0,Si,290.24,No,0,Si,1326.55,Aeropuertos del Perú S.A.
2021,Diciembre,Piura,ADP,250596.13,0,36,72560,Si,167856.5,Si,214.72,Si,31258.64,No,0,No,0,Si,8241.26,No,0,Si,3995.28,Si,4693.1900000000005,Si,79.5,No,0,Si,3889.59,Aeropuertos del Perú S.A.
2021,Diciembre,Pucallpa,ADP,0,0,0,58177,Si,145623.53,No,0,Si,28675.16,No,0,No,0,Si,5022.620000000001,Si,557.48,Si,11849.97,No,0,Si,1325.6899999999998,No,0,Si,2967.69,Aeropuertos del Perú S.A.
2021,Diciembre,Puerto Maldonado,AAP,0,0,0,30082,Si,48611.49,No,0,Si,8805.92,No,0,No,0,Si,542.31,Si,679.2,No,0,Si,9485.21,Si,13.3,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Diciembre,Rioja,COR,0,0,0,93,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,Tacna,AAP,0,0,0,21382,Si,62883.89,No,0,Si,10877.11,No,0,No,0,Si,676.41,No,0,No,0,Si,5701.44,Si,44.7,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Diciembre,Talara,ADP,330223.65,0,17,26883,Si,50835.259999999995,Si,69.8,Si,11118.45,No,0,No,0,Si,3925.94,No,0,Si,1489.01,Si,10832.95,Si,124.54,No,0,Si,237846.14,Aeropuertos del Perú S.A.
2021,Diciembre,Tarapoto,ADP,0,0,0,75374,Si,184460.16,No,0,Si,31501.12,No,0,No,0,Si,6556.53,Si,1077.77,Si,3503.4300000000003,Si,22675.26,Si,402.18,No,0,Si,5330.96,Aeropuertos del Perú S.A.
2021,Diciembre,Tingo María,COR,0,0,0,423,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Diciembre,Trujillo,ADP,218474.45,0,5073,52417,Si,104487.69,Si,27794.36,Si,29898.87,No,0,No,0,Si,8773.54,Si,318.01,Si,5473.92,No,0,Si,755.62,No,0,Si,4064.68,Aeropuertos del Perú S.A.
2021,Diciembre,Tumbes,ADP,103477.2,0,23,35234,Si,66510.92,Si,111.68,Si,13333.06,No,0,No,0,Si,3406.55,No,0,Si,1428.94,Si,390.87,Si,17.51,No,0,Si,1611.24,Aeropuertos del Perú S.A.
2021,Diciembre,Yurimaguas,COR,0,0,0,2522,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,Andahuaylas,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Enero,Andahuaylas,COR,0,0,0,21,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,Arequipa,AAP,440088.92,102895.3,940,78033,Si,203761.76,Si,8145.4,Si,77430.90999999999,No,0,No,0,Si,12924.93,Si,1164.75,No,0,Si,613.2,Si,547.41,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Enero,Atalaya,COR,0,0,0,1358,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,Ayacucho,AAP,0,0,0,12744,Si,26410.25,No,0,Si,5231.52,Si,2263.66,No,0,Si,757.92,Si,590.52,No,0,Si,786.91,Si,1050.2,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Enero,Cajamarca,ADP,0,0,0,20650,Si,44810.82,No,0,Si,8099.120000000001,No,0,No,0,Si,632.23,Si,882.87,Si,1680.39,No,0,No,0,No,0,Si,1921.37,Aeropuertos del Perú S.A.
2021,Enero,Chachapoyas,ADP,0,0,0,981,Si,1766.1,No,0,Si,210.98,No,0,No,0,No,0,Si,245.56,No,0,No,0,No,0,No,0,Si,361.66,Aeropuertos del Perú S.A.
2021,Enero,Chiclayo,ADP,0,0,0,34149,Si,71226.36,No,0,Si,13591.49,No,0,No,0,Si,5071.38,Si,720.48,Si,1830.04,No,0,Si,12.16,No,0,Si,1758152.78,Aeropuertos del Perú S.A.
2021,Enero,Cusco,COR,0,0,0,94351,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,Huánuco,COR,0,0,0,6543,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,Huaraz-Anta,ADP,0,0,0,79,Si,162.4,No,0,Si,14,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,117.02,Aeropuertos del Perú S.A.
2021,Enero,Ilo,COR,0,0,0,2153,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,Iquitos,ADP,0,0,0,74285,Si,194067.46,No,0,Si,74011.36,No,0,No,0,Si,4831.56,Si,2327.12,Si,32878.78999999999,No,0,Si,1144.07,No,0,Si,9307.52,Aeropuertos del Perú S.A.
2021,Enero,Jaén,COR,0,0,0,12513,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,Jauja,COR,0,0,0,7970,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,Juliaca,AAP,0,0,0,30525,Si,62173.28999999999,No,0,Si,11380.95,No,0,No,0,Si,2295.9700000000003,Si,856.22,No,0,No,0,Si,61.99,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Enero,Lima,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Enero,Lima,ADP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,65505.82,Si,357673.08,Aeropuertos del Perú S.A.
2021,Enero,Lima,LAP,13556399.51,10117806.74,134040,608690,Si,2835520.05,Si,1808834.5,Si,1533183.08,No,0,No,0,No,0,No,0,No,0,No,0,Si,242868.14,No,0,No,0,Lima Airport Partners S.R.L.
2021,Enero,Nazca,COR,0,0,0,840,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,No precisa,COR,0,0,0,0,Si,236074.37,No,0,Si,64393.49,No,0,No,0,Si,0.01,Si,5679.06,Si,2517.92,Si,20872.85,Si,683.8199999999999,No,0,No,0,CORPAC S.A.
2021,Enero,Pisco,ADP,13849.66,4732.58,1,72,Si,141.84,Si,13.42,Si,2873.7,No,0,No,0,No,0,Si,251,Si,1149.1899999999998,No,0,Si,352.12,No,0,Si,759.03,Aeropuertos del Perú S.A.
2021,Enero,Piura,ADP,206470.12,31219.86,17,54955,Si,138893.12,Si,67.1,Si,22435.74,No,0,No,0,Si,7541.27,Si,599.51,Si,3880.75,Si,343.4,Si,9.45,No,0,Si,9537.63,Aeropuertos del Perú S.A.
2021,Enero,Pucallpa,ADP,0,0,0,44021,Si,110448.74,No,0,Si,22583.35,No,0,No,0,Si,2453.61,Si,901.12,Si,9415.9,No,0,Si,2294.27,No,0,Si,2980.23,Aeropuertos del Perú S.A.
2021,Enero,Puerto Maldonado,AAP,0,0,0,13510,Si,27875.45,No,0,Si,5232.929999999999,No,0,No,0,Si,700.53,Si,345.25,No,0,Si,3085.55,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Enero,Rioja,COR,0,0,0,30,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,Rodríguez de Mendoza,COR,0,0,0,436,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,Tacna,AAP,0,0,0,20377,Si,45457.46,No,0,Si,8010.13,No,0,No,0,Si,3690.49,Si,635.26,No,0,Si,4228.35,Si,3.88,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Enero,Talara,ADP,0,0,0,21628,Si,46584.44,No,0,Si,9227.03,No,0,No,0,Si,3024.64,Si,171.51,Si,1500.32,Si,8780.47,Si,15.54,No,0,Si,1731.41,Aeropuertos del Perú S.A.
2021,Enero,Tarapoto,ADP,230439.34,53823.53,4,59385,Si,152519.66,Si,27.92,Si,26099.9,No,0,No,0,Si,3228.71,Si,1673.75,Si,3686.1,Si,13373.14,Si,339.83,No,0,Si,5996.03,Aeropuertos del Perú S.A.
2021,Enero,Tingo María,COR,0,0,0,1008,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Enero,Trujillo,ADP,121905.76,24033.99,2274,24956,Si,54347.61,Si,15146.6,Si,14952.75,No,0,No,0,Si,4619.31,Si,744.7,Si,6130.8,No,0,Si,542.62,No,0,Si,4323.52,Aeropuertos del Perú S.A.
2021,Enero,Tumbes,ADP,0,0,0,29392,Si,62865.04,No,0,Si,11944.84,No,0,No,0,Si,2740.5,Si,302.37,Si,999.75,Si,97.72,Si,21.2,No,0,Si,2236.19,Aeropuertos del Perú S.A.
2021,Enero,Yurimaguas,COR,0,0,0,1815,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,Andahuaylas,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Febrero,Andahuaylas,COR,0,0,0,5,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,Arequipa,AAP,215368.79,45840.37,751,26306,Si,71529.95999999999,Si,7005.6,Si,31104.51,No,0,No,0,Si,1460.91,Si,1193.61,No,0,Si,1533,Si,114.34,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Febrero,Atalaya,COR,0,0,0,1225,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,Ayacucho,AAP,35648.770000000004,18728.67,4,3410,Si,7142.85,No,0,Si,3311.54,Si,2320.4700000000003,No,0,Si,473.79,Si,601.4399999999999,No,0,Si,8682.67,Si,439.39,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Febrero,Cajamarca,ADP,0,0,0,8892,Si,18869.25,No,0,Si,4173.06,No,0,No,0,Si,639.87,Si,882.87,Si,1382.72,No,0,Si,34.52,No,0,Si,192023.99,Aeropuertos del Perú S.A.
2021,Febrero,Chachapoyas,ADP,0,0,0,455,Si,921.62,No,0,Si,156.76,No,0,No,0,No,0,Si,245.56,No,0,No,0,No,0,No,0,Si,118.14,Aeropuertos del Perú S.A.
2021,Febrero,Chiclayo,ADP,0,0,0,15378,Si,33132.840000000004,No,0,Si,7566.22,No,0,No,0,Si,4264.74,Si,720.48,Si,1182.71,No,0,Si,22.1,No,0,Si,196831.66,Aeropuertos del Perú S.A.
2021,Febrero,Cusco,COR,0,0,0,29143,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,Huánuco,COR,0,0,0,388,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,Huaraz-Anta,ADP,0,0,0,43,Si,89.32,No,0,Si,46.54,No,0,No,0,No,0,No,0,No,0,No,0,Si,0.14,No,0,Si,7,Aeropuertos del Perú S.A.
2021,Febrero,Ilo,COR,0,3803.32,41,2629,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,Iquitos,ADP,0,0,0,26134,Si,66300.43,No,0,Si,44154.6,No,0,No,0,Si,4935.929999999999,Si,2327.12,Si,32608.38,No,0,Si,1314.43,No,0,Si,8516.53,Aeropuertos del Perú S.A.
2021,Febrero,Jaén,COR,0,0,0,6056,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,Jauja,COR,0,0,0,320,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,Juliaca,AAP,0,0,0,11865,Si,24381.92,No,0,Si,5731.64,No,0,No,0,Si,2397.96,Si,868.4599999999999,No,0,No,0,Si,9.04,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Febrero,Lima,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Febrero,Lima,ADP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,65786.81,Si,936410,Aeropuertos del Perú S.A.
2021,Febrero,Lima,LAP,9537515.13,6110052.02,78891,221699,Si,1023893.21,Si,1087833.47,Si,1072541.93,No,0,No,0,No,0,No,0,No,0,No,0,Si,248769.19,No,0,No,0,Lima Airport Partners S.R.L.
2021,Febrero,Moquegua,COR,0,0,0,66,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,No precisa,COR,0,0,0,0,Si,74839.31,No,0,Si,36524.36,No,0,No,0,Si,398.4,Si,5074.07,Si,2519.12,Si,27972.460000000003,Si,244.16,No,0,No,0,CORPAC S.A.
2021,Febrero,Pisco,ADP,0,0,0,2,Si,3.94,Si,93.94,Si,1518.79,No,0,No,0,No,0,Si,251,Si,1104.08,No,0,Si,240.57,No,0,Si,813.63,Aeropuertos del Perú S.A.
2021,Febrero,Piura,ADP,105659.98,15508.43,7,21494,Si,55001.02,Si,53.68,Si,10586.73,No,0,No,0,Si,5957.75,Si,599.51,Si,3697.19,No,0,Si,83.21000000000001,No,0,Si,9941.35,Aeropuertos del Perú S.A.
2021,Febrero,Pucallpa,ADP,0,0,0,15880,Si,40335.57,No,0,Si,9568.95,No,0,No,0,Si,2601.4500000000003,Si,1022.77,Si,15139.79,No,0,Si,1963.83,No,0,Si,2063.49,Aeropuertos del Perú S.A.
2021,Febrero,Puerto Maldonado,AAP,0,0,0,5836,Si,10960.52,No,0,Si,3580.07,No,0,No,0,Si,869.49,Si,345.25,No,0,Si,3085.56,Si,173.4,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Febrero,Rodríguez de Mendoza,COR,0,0,0,441,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,Tacna,AAP,0,0,0,7505,Si,17225.62,No,0,Si,4154.18,No,0,No,0,Si,255.32,Si,0.01,No,0,Si,3999.8,Si,171.58,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Febrero,Talara,ADP,0,0,0,9236,Si,20275.64,No,0,Si,5128.84,No,0,No,0,Si,2643.23,Si,171.51,Si,1475.88,Si,4655.45,Si,15.78,No,0,Si,1425.51,Aeropuertos del Perú S.A.
2021,Febrero,Tarapoto,ADP,0,0,0,21679,Si,56949.66,No,0,Si,12310.86,No,0,No,0,Si,3510.7,Si,1673.75,Si,3471.65,Si,5451.17,Si,399.04,No,0,Si,5268.38,Aeropuertos del Perú S.A.
2021,Febrero,Tingo María,COR,0,0,0,371,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,Tocache,COR,0,0,0,7,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Febrero,Trujillo,ADP,90026.7,19256.15,2132,13179,Si,28856.4,Si,16291.32,Si,11218.45,No,0,No,0,Si,3862.68,Si,744.7,Si,5906.660000000001,No,0,Si,275.82,No,0,Si,3930.85,Aeropuertos del Perú S.A.
2021,Febrero,Tumbes,ADP,42899.77,9128.35,1,9999,Si,21128.24,No,0,Si,5375.160000000001,No,0,No,0,Si,3180.25,Si,302.37,Si,1357.99,Si,293.15000000000003,Si,3.5,No,0,Si,1929.76,Aeropuertos del Perú S.A.
2021,Febrero,Yurimaguas,COR,0,0,0,1474,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Julio,-,COR,0,0,0,817,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Julio,Andahuaylas,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Julio,Arequipa,AAP,407504.9,0,205,70565,Si,185042.24,Si,1125.91,Si,77396.22,No,0,No,0,Si,16816.74,Si,1179.1799999999998,No,0,Si,153.3,Si,174.86,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Julio,Atalaya,COR,0,0,0,1757,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Julio,Ayacucho,AAP,0,0,0,36838,Si,38302.78,No,0,Si,8148.84,Si,2320.4700000000003,No,0,Si,501.11,Si,595.98,No,0,Si,28388.78,Si,1015.89,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Julio,Cajamarca,ADP,0,0,0,29999,Si,61745.189999999995,No,0,Si,11239.86,No,0,No,0,Si,536.93,Si,89.25,Si,1597.24,No,0,Si,54.349999999999994,No,0,Si,1659.31,Aeropuertos del Perú S.A.
2021,Julio,Chachapoyas,ADP,0,0,0,1398,Si,2561.86,No,0,Si,356.41999999999996,No,0,No,0,No,0,Si,169.6,No,0,No,0,Si,16.6,No,0,Si,75.17999999999999,Aeropuertos del Perú S.A.
2021,Julio,Chiclayo,ADP,298874.58,0,428,37107,Si,75945.84,Si,2227.72,Si,16059.45,No,0,No,0,Si,4481.6,Si,84.24000000000001,Si,1578.15,No,0,Si,15.9,No,0,Si,178777.1,Aeropuertos del Perú S.A.
2021,Julio,Cusco,COR,0,0,0,152572,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Julio,Huánuco,COR,0,0,0,10177,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Julio,Huaraz-Anta,ADP,0,0,0,97,Si,203,No,0,Si,34.74,No,0,No,0,No,0,No,0,No,0,Si,26.52,Si,7.23,No,0,Si,6.49,Aeropuertos del Perú S.A.
2021,Julio,Ilo,COR,0,0,0,6310,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Julio,Iquitos,ADP,394426.42,0,9,77060,Si,199580.34,Si,13.96,Si,85698.39,No,0,No,0,Si,4819.24,Si,1036.95,Si,27227.39,No,0,Si,4516.74,No,0,Si,8620.28,Aeropuertos del Perú S.A.
2021,Julio,Jaén,COR,0,0,0,15561,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Julio,Jauja,COR,0,0,0,13790,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Julio,Juliaca,AAP,0,0,0,18534,Si,78763.64,No,0,Si,15097.22,No,0,No,0,Si,3110.4300000000003,Si,862.3399999999999,No,0,Si,571.4,Si,30.35,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Julio,Lima,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Julio,Lima,ADP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,68527.39,Si,474295.21,Aeropuertos del Perú S.A.
2021,Julio,Lima,LAP,17623269.08,12946935.12,280057,726588,Si,3516617.02,Si,3286898.4299999997,Si,1744966.12,No,0,No,0,No,0,No,0,No,0,No,0,Si,255930.73,No,0,No,0,Lima Airport Partners S.R.L.
2021,Julio,Moquegua,COR,0,0,0,22,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Julio,Nazca,COR,0,0,0,4346,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Julio,No precisa,COR,0,0,0,0,Si,340389.2,No,0,Si,53394.58,No,0,No,0,Si,4121.110000000001,Si,9334.96,Si,40559.2,Si,113751.98,Si,2314.67,No,0,No,0,CORPAC S.A.
2021,Julio,Pisco,ADP,0,0,0,407,Si,799.8199999999999,No,0,Si,1450.79,No,0,No,0,No,0,Si,251,Si,14151.36,No,0,Si,245.22,No,0,Si,3614.36,Aeropuertos del Perú S.A.
2021,Julio,Piura,ADP,219117.43,0,34,64320,Si,151603.46,Si,214.72,Si,25437.45,No,0,No,0,Si,4068.82,Si,186.76,Si,3672.69,Si,2632.76,Si,94.82,No,0,Si,6561.41,Aeropuertos del Perú S.A.
2021,Julio,Pucallpa,ADP,0,0,0,49393,Si,131987.2,No,0,Si,25905.92,No,0,No,0,Si,2923.3500000000004,Si,634.48,Si,11950.64,No,0,Si,2738.17,No,0,Si,3261.32,Aeropuertos del Perú S.A.
2021,Julio,Puerto Maldonado,AAP,77440.94,0,8,25759,Si,38477.8,No,0,Si,6701.41,No,0,No,0,Si,670.88,Si,345.25,No,0,Si,5485.42,Si,5.68,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Julio,Rioja,COR,0,0,0,12,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
